Name,Total_CPU,Total_IO,Total_Network,Input_Size,Output_Size
readChildInfo,3.8000000000000007,1.9000000000000004,0.9500000000000002,40,8
receiveChildInfo,4.250000000000001,2.1500000000000004,1.1,8,0
read_sysfs_line,0.45,0.4,0.35,8,8
checkClocksource,2.5,1.4500000000000002,0.9,8,8
checkXenClocksource,2.9,1.6500000000000001,1.0,8,8
checkOvercommit,3.75,2.25,1.45,8,8
checkTHPEnabled,4.6,2.85,1.9,8,8
smapsGetSharedDirty,5.699999999999999,3.6,2.45,4,8
checkLinuxMadvFreeForkBug,9.12,5.3100000000000005,3.31,8,8
syscheck,9.969999999999999,5.760000000000001,3.56,8,8
lwTranslatePixelsGroup,0.0,0.0,0.0,12,8
lwDrawSchotter,1.65,0.9,0.5,12,8
renderCanvas,4.1,2.2,1.2,8,8
lolwut5Command,5.8999999999999995,3.1,1.65,8,8
callReplySetSharedData,0.0,0.0,0.0,28,8
callReplyNull,0.0,0.0,0.0,20,8
callReplyNullBulkString,0.0,0.0,0.0,20,8
callReplyNullArray,0.0,0.0,0.0,20,8
callReplyBulkString,0.0,0.0,0.0,32,8
callReplyError,0.0,0.0,0.0,32,8
callReplySimpleStr,0.0,0.0,0.0,32,8
callReplyLong,0.0,0.0,0.0,28,8
callReplyDouble,0.0,0.0,0.0,28,8
callReplyVerbatimString,0.0,0.0,0.0,40,8
callReplyBigNumber,0.0,0.0,0.0,32,8
callReplyBool,0.0,0.0,0.0,24,8
callReplyParseCollection,0.8500000000000001,0.5,0.3,32,8
callReplyAttribute,0.8500000000000001,0.5,0.3,28,8
callReplyArray,0.8500000000000001,0.5,0.3,28,8
callReplySet,0.8500000000000001,0.5,0.3,28,8
callReplyMap,0.8500000000000001,0.5,0.3,28,8
callReplyParseError,0.8500000000000001,0.5,0.3,8,8
freeCallReplyInternal,2.0,1.15,0.6699999999999999,8,8
freeCallReply,2.8,1.5499999999999998,0.8699999999999999,8,8
callReplyCreatePromise,2.8,1.5499999999999998,0.8699999999999999,8,8
callReplyParse,3.0,1.65,0.9199999999999999,8,8
callReplyType,3.2,1.75,0.97,8,8
callReplyGetString,3.6,1.95,1.07,16,8
callReplyGetLongLong,3.8000000000000003,2.05,1.12,8,8
callReplyGetDouble,4.0,2.15,1.1700000000000002,8,8
callReplyGetBool,4.2,2.25,1.2200000000000002,8,8
callReplyGetLen,4.4,2.35,1.2700000000000002,8,8
callReplyGetCollectionElement,4.6000000000000005,2.45,1.3200000000000003,16,8
callReplyGetArrayElement,4.800000000000001,2.5500000000000003,1.3700000000000003,12,8
callReplyGetSetElement,5.000000000000001,2.6500000000000004,1.4200000000000004,12,8
callReplyGetMapElementInternal,5.800000000000001,3.0500000000000003,1.6200000000000003,32,8
callReplyGetMapElement,5.800000000000001,3.0500000000000003,1.6200000000000003,28,8
callReplyGetAttribute,5.800000000000001,3.0500000000000003,1.6200000000000003,8,8
callReplyGetAttributeElement,5.800000000000001,3.0500000000000003,1.6200000000000003,28,8
callReplyGetBigNumber,6.000000000000001,3.1500000000000004,1.6700000000000004,16,8
callReplyGetVerbatim,6.400000000000001,3.3500000000000005,1.7700000000000005,24,8
callReplyGetProto,6.400000000000001,3.3500000000000005,1.7700000000000005,16,8
callReplyGetPrivateData,6.400000000000001,3.3500000000000005,1.7700000000000005,8,8
callReplyIsResp3,6.400000000000001,3.3500000000000005,1.7700000000000005,8,8
callReplyDeferredErrorList,6.400000000000001,3.3500000000000005,1.7700000000000005,8,8
callReplyCreate,6.400000000000001,3.3500000000000005,1.7700000000000005,20,8
callReplyCreateError,6.600000000000001,3.4500000000000006,1.8200000000000005,12,8
consumeNewline,0.2,0.1,0.05,8,8
readLong,0.6000000000000001,0.30000000000000004,0.15000000000000002,17,8
readBytes,0.8,0.4,0.2,24,8
readString,1.6,0.8,0.4,16,8
readArgc,1.6,0.8,0.4,16,8
processRESP,3.25,1.6500000000000001,0.8500000000000001,24,8
processAnnotations,4.85,2.45,1.25,20,8
checkSingleAof,10.149999999999999,5.300000000000001,2.85,28,8
fileIsRDB,11.2,6.000000000000001,3.35,8,8
fileIsManifest,13.1,7.150000000000001,4.1,8,8
getInputFileType,13.7,7.450000000000001,4.25,8,8
printAofStyle,14.5,7.850000000000001,4.45,20,8
checkMultiPartAof,15.75,8.500000000000002,4.8,20,8
checkOldStyleAof,15.75,8.500000000000002,4.8,16,8
redis_check_aof_main,18.27,9.760000000000002,5.43,12,8
is_leap_year,0.8,0.4,0.2,4,4
nolocks_localtime,1.5,0.8,0.45,20,8
main,1.5,0.8,0.45,8,8
rdbReportError,1.2000000000000002,0.6000000000000001,0.30000000000000004,24,8
rdbWriteRaw,1.4000000000000001,0.7000000000000001,0.35000000000000003,20,8
rdbSaveType,1.4000000000000001,0.7000000000000001,0.35000000000000003,12,8
rdbLoadType,1.6,0.8,0.4,8,8
rdbLoadTime,1.8,0.9,0.45,8,8
rdbSaveMillisecondTime,1.8,0.9,0.45,16,8
rdbLoadMillisecondTime,2.2,1.1,0.55,12,8
rdbSaveLen,4.2,2.1,1.05,16,8
rdbLoadLenByRef,6.6000000000000005,3.3000000000000003,1.6500000000000001,24,8
rdbLoadLen,6.800000000000001,3.4000000000000004,1.7000000000000002,16,8
rdbEncodeInteger,7.6000000000000005,3.8000000000000003,1.9000000000000001,16,8
rdbLoadIntegerObject,10.0,5.0,2.5,24,8
rdbTryIntegerEncoding,10.4,5.2,2.6,20,8
rdbSaveLzfBlob,11.52,5.76,2.88,24,8
rdbSaveLzfStringObject,12.12,6.06,3.03,20,8
rdbLoadLzfStringObject,15.44,7.72,3.86,20,8
rdbSaveRawString,17.24,8.62,4.31,20,8
rdbSaveLongLongAsStringObject,18.04,9.02,4.51,16,8
rdbSaveStringObject,18.439999999999998,9.219999999999999,4.609999999999999,16,8
rdbGenericLoadStringObject,21.439999999999998,10.719999999999999,5.359999999999999,20,8
rdbLoadStringObject,21.439999999999998,10.719999999999999,5.359999999999999,8,8
rdbLoadEncodedStringObject,21.439999999999998,10.719999999999999,5.359999999999999,8,8
rdbSaveDoubleValue,22.639999999999997,11.319999999999999,5.659999999999999,16,8
rdbLoadDoubleValue,23.439999999999998,11.719999999999999,5.859999999999999,16,8
rdbSaveBinaryDoubleValue,23.439999999999998,11.719999999999999,5.859999999999999,16,8
rdbLoadBinaryDoubleValue,23.639999999999997,11.819999999999999,5.909999999999999,16,8
rdbSaveBinaryFloatValue,23.639999999999997,11.819999999999999,5.909999999999999,12,8
rdbLoadBinaryFloatValue,23.839999999999996,11.919999999999998,5.959999999999999,16,8
rdbSaveObjectType,26.439999999999998,13.219999999999999,6.609999999999999,16,8
rdbLoadObjectType,26.839999999999996,13.419999999999998,6.709999999999999,8,8
rdbSaveStreamPEL,28.089999999999996,14.069999999999999,7.059999999999999,20,8
rdbSaveStreamConsumers,29.339999999999996,14.719999999999999,7.409999999999998,16,8
rdbSaveObject,44.44,22.42,11.409999999999998,28,8
rdbSavedObjectLen,44.44,22.42,11.409999999999998,20,8
rdbSaveKeyValuePair,47.04,23.720000000000002,12.059999999999999,36,8
rdbSaveAuxField,47.64,24.020000000000003,12.209999999999999,32,8
rdbSaveAuxFieldStrStr,47.64,24.020000000000003,12.209999999999999,24,8
rdbSaveAuxFieldStrInt,47.64,24.020000000000003,12.209999999999999,24,8
rdbSaveInfoAuxFields,49.64,25.020000000000003,12.709999999999999,20,8
rdbSaveSingleModuleAux,52.44,26.42,13.409999999999998,20,8
rdbSaveFunctions,53.25,26.85,13.649999999999999,8,8
rdbSaveDb,56.18,28.34,14.419999999999998,24,8
rdbSaveRio,59.27,29.91,15.229999999999999,32,8
rdbSaveRioWithEOFMark,61.07,30.81,15.679999999999998,28,8
rdbSaveInternal,63.44,32.17,16.509999999999998,24,8
rdbSaveToFile,63.64,32.27,16.56,8,8
rdbSave,64.44,32.67,16.759999999999998,24,8
rdbSaveBackground,65.64,33.27,17.06,24,8
rdbRemoveTempFile,66.04,33.470000000000006,17.16,8,0
rdbLoadCheckModuleValue,67.89,34.42000000000001,17.66,16,8
_ziplistPairsEntryConvertAndValidate,69.29,35.12000000000001,18.01,20,8
ziplistPairsConvertAndValidateIntegrity,69.69000000000001,35.320000000000014,18.110000000000003,20,8
_ziplistEntryConvertAndValidate,70.29,35.62000000000001,18.26,20,8
_listZiplistEntryConvertAndValidate,70.69000000000001,35.820000000000014,18.360000000000003,20,8
_lpEntryValidation,71.49000000000001,36.22000000000001,18.560000000000002,20,8
lpValidateIntegrityAndDups,72.09,36.52000000000001,18.71,20,8
rdbLoadObject,109.65,55.750000000000014,28.650000000000002,28,8
startLoading,110.45,56.15000000000001,28.85,12,0
startLoadingFile,110.45,56.15000000000001,28.85,16,8
loadingAbsProgress,110.65,56.250000000000014,28.900000000000002,4,0
loadingIncrProgress,110.85000000000001,56.350000000000016,28.950000000000003,4,0
updateLoadingFileName,110.85000000000001,56.350000000000016,28.950000000000003,8,8
stopLoading,111.05000000000001,56.45000000000002,29.000000000000004,4,0
startSaving,111.85000000000001,56.850000000000016,29.200000000000003,4,0
stopSaving,112.05000000000001,56.95000000000002,29.250000000000004,4,0
rdbLoadProgressCallback,112.85000000000001,57.350000000000016,29.450000000000003,20,8
rdbFunctionLoad,114.61000000000001,58.23000000000002,29.890000000000004,32,8
rdbLoadRio,114.61000000000001,58.23000000000002,29.890000000000004,20,8
rdbLoadRioWithLoadingCtx,131.18,66.54000000000002,34.07000000000001,28,8
rdbLoad,132.43,67.34000000000002,34.620000000000005,20,8
backgroundSaveDoneHandlerDisk,133.23000000000002,67.74000000000002,34.82000000000001,8,0
backgroundSaveDoneHandlerSocket,134.03000000000003,68.14000000000003,35.02000000000001,8,0
backgroundSaveDoneHandler,134.43000000000004,68.34000000000003,35.12000000000001,8,0
killRDBChild,134.43000000000004,68.34000000000003,35.12000000000001,8,0
rdbSaveToSlavesSockets,138.13000000000002,70.24000000000004,36.12000000000001,12,8
saveCommand,138.73000000000002,70.54000000000003,36.27000000000001,8,8
bgsaveCommand,140.53000000000003,71.44000000000004,36.72000000000001,8,8
rdbPopulateSaveInfo,141.33000000000004,71.84000000000005,36.920000000000016,8,8
connUnixGetType,0.0,0.0,0.0,8,8
connUnixEventHandler,0.0,0.0,0.0,24,8
connUnixAddr,0.0,0.0,0.0,32,8
connUnixIsLocal,0.0,0.0,0.0,8,8
connUnixListen,0.65,0.35,0.2,8,8
connCreateUnix,0.65,0.35,0.2,8,8
connCreateAcceptedUnix,0.65,0.35,0.2,12,8
connUnixAcceptHandler,1.3,0.7,0.4,24,8
connUnixShutdown,1.3,0.7,0.4,8,8
connUnixClose,1.3,0.7,0.4,8,8
connUnixAccept,1.3,0.7,0.4,12,8
connUnixWrite,1.3,0.7,0.4,20,8
connUnixWritev,1.3,0.7,0.4,20,8
connUnixRead,1.3,0.7,0.4,20,8
connUnixSetWriteHandler,1.3,0.7,0.4,16,8
connUnixSetReadHandler,1.3,0.7,0.4,12,8
connUnixGetLastError,1.3,0.7,0.4,8,8
connUnixSyncWrite,1.3,0.7,0.4,28,8
connUnixSyncRead,1.3,0.7,0.4,28,8
connUnixSyncReadLine,1.3,0.7,0.4,28,8
RedisRegisterConnectionTypeUnix,1.3,0.7,0.4,0,4
connCreateSocket,0.0,0.0,0.0,8,8
connCreateAcceptedSocket,0.0,0.0,0.0,12,8
connSocketConnect,0.2,0.1,0.05,32,8
connSocketShutdown,0.4,0.2,0.1,8,8
connSocketClose,0.8,0.4,0.2,8,8
connSocketWrite,1.2000000000000002,0.6000000000000001,0.30000000000000004,20,8
connSocketWritev,1.6,0.8,0.4,20,8
connSocketRead,2.2,1.1,0.55,20,8
connSocketAccept,2.6,1.3,0.65,12,8
connSocketSetWriteHandler,3.6,1.8,0.9,16,8
connSocketSetReadHandler,4.2,2.1,1.05,12,8
connSocketGetLastError,4.2,2.1,1.05,8,8
connSocketEventHandler,6.4,3.2,1.6,24,8
connSocketAcceptHandler,7.050000000000001,3.5500000000000003,1.8,24,8
connSocketAddr,7.250000000000001,3.6500000000000004,1.85,32,8
connSocketIsLocal,7.450000000000001,3.7500000000000004,1.9000000000000001,8,8
connSocketListen,7.450000000000001,3.7500000000000004,1.9000000000000001,8,8
connSocketBlockingConnect,7.850000000000001,3.9500000000000006,2.0,28,8
connSocketSyncWrite,7.850000000000001,3.9500000000000006,2.0,28,8
connSocketSyncRead,7.850000000000001,3.9500000000000006,2.0,28,8
connSocketSyncReadLine,7.850000000000001,3.9500000000000006,2.0,28,8
connSocketGetType,7.850000000000001,3.9500000000000006,2.0,8,8
connBlock,8.05,4.050000000000001,2.05,8,8
connNonBlock,8.25,4.15,2.0999999999999996,8,8
connEnableTcpNoDelay,8.45,4.25,2.1499999999999995,8,8
connDisableTcpNoDelay,8.649999999999999,4.35,2.1999999999999993,8,8
connKeepAlive,8.849999999999998,4.449999999999999,2.249999999999999,12,8
connSendTimeout,8.849999999999998,4.449999999999999,2.249999999999999,16,8
connRecvTimeout,8.849999999999998,4.449999999999999,2.249999999999999,16,8
RedisRegisterConnectionTypeSocket,8.849999999999998,4.449999999999999,2.249999999999999,0,4
slowlogCreateEntry,1.6500000000000001,0.8500000000000001,0.45000000000000007,28,8
slowlogFreeEntry,1.9000000000000001,1.0,0.55,8,8
slowlogInit,1.9000000000000001,1.0,0.55,8,0
slowlogPushEntryIfNeeded,2.5500000000000003,1.35,0.75,28,8
slowlogReset,2.8000000000000003,1.5,0.85,8,0
slowlogCommand,5.050000000000001,2.7,1.5,8,8
serverLogRaw,2.25,1.3,0.8,12,8
_serverLog,2.25,1.3,0.8,20,8
serverLogFromHandler,4.73,2.54,1.42,12,8
ustime,4.73,2.54,1.42,8,8
mstime,4.73,2.54,1.42,8,4
commandTimeSnapshot,4.73,2.54,1.42,8,4
exitFromChild,4.73,2.54,1.42,4,0
dictVanillaFree,4.73,2.54,1.42,16,8
dictListDestructor,4.73,2.54,1.42,16,8
dictSdsKeyCompare,4.930000000000001,2.64,1.47,24,8
dictSdsKeyCaseCompare,4.930000000000001,2.64,1.47,24,8
dictObjectDestructor,5.130000000000001,2.74,1.52,16,8
dictSdsDestructor,5.130000000000001,2.74,1.52,16,8
dictSdsDup,5.130000000000001,2.74,1.52,16,8
dictObjKeyCompare,5.130000000000001,2.74,1.52,24,8
dictObjHash,5.130000000000001,2.74,1.52,8,8
dictSdsHash,5.130000000000001,2.74,1.52,8,8
dictSdsCaseHash,5.130000000000001,2.74,1.52,8,8
dictCStrHash,5.130000000000001,2.74,1.52,8,8
dictCStrCaseHash,5.130000000000001,2.74,1.52,8,8
dictCStrKeyCompare,5.330000000000001,2.8400000000000003,1.57,24,8
dictCStrKeyCaseCompare,5.330000000000001,2.8400000000000003,1.57,24,8
dictEncObjKeyCompare,6.330000000000001,3.3400000000000003,1.82,24,8
dictEncObjHash,6.9300000000000015,3.6400000000000006,1.9700000000000002,8,8
dictExpandAllowed,7.330000000000002,3.8400000000000007,2.0700000000000003,12,4
dbDictEntryMetadataSize,7.530000000000002,3.940000000000001,2.12,8,8
dbDictMetadataSize,7.730000000000002,4.040000000000001,2.17,8,4
dbDictAfterReplaceEntry,7.930000000000002,4.140000000000001,2.2199999999999998,16,8
htNeedsResize,7.930000000000002,4.140000000000001,2.2199999999999998,8,8
tryResizeHashTables,8.330000000000002,4.340000000000001,2.32,4,0
incrementallyRehash,8.730000000000002,4.540000000000001,2.42,4,4
updateDictResizePolicy,9.330000000000002,4.840000000000001,2.57,8,0
strChildType,9.530000000000001,4.94,2.6199999999999997,4,8
hasActiveChildProcess,9.530000000000001,4.94,2.6199999999999997,0,4
resetChildState,9.530000000000001,4.94,2.6199999999999997,0,0
isMutuallyExclusiveChildType,9.530000000000001,4.94,2.6199999999999997,4,4
isInsideYieldingLongCommand,9.530000000000001,4.94,2.6199999999999997,0,4
allPersistenceDisabled,9.530000000000001,4.94,2.6199999999999997,8,4
trackInstantaneousMetric,9.73,5.04,2.6699999999999995,12,0
getInstantaneousMetric,9.98,5.19,2.7699999999999996,4,8
clientsCronResizeQueryBuffer,11.18,5.790000000000001,3.0699999999999994,8,8
clientsCronResizeOutputBuffer,12.18,6.290000000000001,3.3199999999999994,12,8
clientsCronTrackExpansiveClients,12.78,6.590000000000001,3.4699999999999993,12,8
getMemUsageBucket,13.379999999999999,6.890000000000001,3.619999999999999,4,8
updateClientMemoryUsage,13.379999999999999,6.890000000000001,3.619999999999999,8,8
clientEvictionAllowed,13.579999999999998,6.99,3.669999999999999,8,8
removeClientFromMemUsageBucket,13.979999999999999,7.19,3.769999999999999,12,8
updateClientMemUsageAndBucket,14.579999999999998,7.49,3.919999999999999,8,8
getExpansiveClientsInfo,15.229999999999999,7.84,4.119999999999999,16,8
clientsCron,17.08,8.79,4.619999999999999,8,8
databasesCron,19.18,9.889999999999999,5.219999999999999,8,0
updateCachedTimeWithUs,19.38,9.989999999999998,5.269999999999999,12,0
updateCachedTime,19.38,9.989999999999998,5.269999999999999,4,0
enterExecutionUnit,19.779999999999998,10.189999999999998,5.369999999999998,12,0
exitExecutionUnit,19.779999999999998,10.189999999999998,5.369999999999998,0,0
checkChildrenDone,22.38,11.489999999999998,6.019999999999999,8,0
cronUpdateMemoryStats,23.18,11.889999999999999,6.219999999999999,0,0
serverCron,30.13,15.439999999999998,8.069999999999999,24,8
blockingOperationStarts,30.33,15.539999999999997,8.12,0,0
blockingOperationEnds,30.529999999999998,15.639999999999997,8.17,0,0
whileBlockedCron,31.58,16.189999999999998,8.47,0,0
sendGetackToReplicas,31.58,16.189999999999998,8.47,8,8
beforeSleep,34.18,17.49,9.120000000000001,8,8
afterSleep,34.78,17.79,9.270000000000001,8,8
createSharedObjects,35.53,18.24,9.570000000000002,8,0
initServerClientMemUsageBuckets,35.980000000000004,18.49,9.720000000000002,0,0
freeServerClientMemUsageBuckets,36.43000000000001,18.74,9.870000000000003,0,0
initServerConfig,37.38000000000001,19.29,10.220000000000002,8,8
restartServer,38.63000000000001,19.939999999999998,10.570000000000002,8,4
setOOMScoreAdj,41.23000000000001,21.24,11.220000000000002,4,4
adjustOpenFilesLimit,43.28000000000001,22.29,11.770000000000003,8,0
checkTcpBacklogSettings,44.93000000000001,23.29,12.420000000000003,8,8
closeListener,45.38000000000001,23.54,12.570000000000004,8,8
createSocketAcceptHandler,46.23000000000001,24.04,12.870000000000005,16,8
listenToPort,48.08000000000001,24.99,13.370000000000005,8,8
resetServerStats,48.33000000000001,25.139999999999997,13.470000000000004,8,0
makeThreadKillable,48.33000000000001,25.139999999999997,13.470000000000004,8,0
initServer,50.63000000000001,26.339999999999996,14.120000000000005,8,8
initListeners,53.48000000000001,27.789999999999996,14.870000000000005,0,8
InitServerLast,53.48000000000001,27.789999999999996,14.870000000000005,0,0
populateCommandLegacyRangeSpec,55.73000000000001,28.939999999999994,15.470000000000004,8,8
catSubCommandFullname,55.73000000000001,28.939999999999994,15.470000000000004,16,8
commandAddSubcommand,55.930000000000014,29.039999999999996,15.520000000000005,24,8
setImplicitACLCategories,57.33000000000001,29.739999999999995,15.870000000000005,8,8
populateCommandStructure,58.430000000000014,30.339999999999996,16.190000000000005,8,8
populateCommandTable,59.08000000000001,30.689999999999998,16.390000000000004,8,8
resetCommandTableStats,59.780000000000015,31.089999999999996,16.610000000000003,8,8
resetErrorTableStats,59.780000000000015,31.089999999999996,16.610000000000003,8,0
redisOpArrayAppend,60.38000000000002,31.389999999999997,16.76,28,8
redisOpArrayFree,61.030000000000015,31.789999999999996,17.01,8,8
isContainerCommandBySds,61.030000000000015,31.789999999999996,17.01,4,8
lookupSubcommand,61.030000000000015,31.789999999999996,17.01,12,8
lookupCommandLogic,61.83000000000001,32.19,17.21,24,8
lookupCommand,61.83000000000001,32.19,17.21,12,8
lookupCommandBySdsLogic,62.48000000000001,32.54,17.41,12,8
lookupCommandBySds,62.48000000000001,32.54,17.41,4,8
lookupCommandByCStringLogic,62.48000000000001,32.54,17.41,16,8
lookupCommandByCString,62.48000000000001,32.54,17.41,8,8
lookupCommandOrOriginal,62.680000000000014,32.64,17.46,12,8
mustObeyClient,62.680000000000014,32.64,17.46,8,8
shouldPropagate,63.680000000000014,33.14,17.71,4,4
propagateNow,64.28000000000002,33.44,17.86,20,8
alsoPropagate,64.73000000000002,33.69,18.009999999999998,20,8
forceCommandPropagation,65.13000000000002,33.89,18.11,12,8
preventCommandPropagation,65.13000000000002,33.89,18.11,8,8
preventCommandAOF,65.13000000000002,33.89,18.11,8,8
preventCommandReplication,65.13000000000002,33.89,18.11,8,8
slowlogPushCurrentCommand,65.73000000000002,34.19,18.259999999999998,20,8
updateCommandLatencyHistogram,66.33000000000001,34.489999999999995,18.409999999999997,16,8
propagatePendingCommands,67.38000000000001,35.03999999999999,18.709999999999997,0,8
postExecutionUnitOperations,67.58000000000001,35.13999999999999,18.759999999999998,0,0
incrCommandStatsOnError,68.38000000000001,35.53999999999999,18.959999999999997,12,8
call,74.38000000000001,38.53999999999999,20.459999999999997,12,8
rejectCommand,74.98,38.83999999999999,20.609999999999996,16,8
rejectCommandSds,75.58,39.139999999999986,20.759999999999994,12,8
rejectCommandFormat,75.58,39.139999999999986,20.759999999999994,24,8
afterCommand,75.58,39.139999999999986,20.759999999999994,8,8
commandCheckExistence,76.63,39.68999999999998,21.059999999999995,16,8
commandCheckArity,77.03,39.889999999999986,21.159999999999997,16,8
getCommandFlags,77.43,40.08999999999999,21.259999999999998,8,8
processCommand,87.43,45.08999999999999,23.759999999999998,8,8
incrementErrorCount,87.63000000000001,45.18999999999999,23.81,12,8
closeListeningSockets,89.33000000000001,46.13999999999999,24.36,4,8
prepareForShutdown,90.33000000000001,46.63999999999999,24.61,4,4
isShutdownInitiated,90.33000000000001,46.63999999999999,24.61,8,4
isReadyToShutdown,90.98000000000002,46.989999999999995,24.81,8,8
cancelShutdown,90.98000000000002,46.989999999999995,24.81,8,0
abortShutdown,91.58000000000001,47.28999999999999,24.959999999999997,8,4
finishShutdown,96.19000000000001,49.61999999999999,26.15,8,8
writeCommandsDeniedByDiskError,96.99000000000001,50.01999999999999,26.349999999999998,8,4
writeCommandsGetDiskErrorMessage,97.39000000000001,50.21999999999999,26.45,4,4
pingCommand,98.79000000000002,50.919999999999995,26.8,8,8
echoCommand,98.79000000000002,50.919999999999995,26.8,8,8
timeCommand,98.79000000000002,50.919999999999995,26.8,8,8
addReplyCommandFlags,99.69000000000003,51.419999999999995,27.1,24,8
addReplyFlagsForCommand,99.69000000000003,51.419999999999995,27.1,16,8
addReplyDocFlagsForCommand,99.69000000000003,51.419999999999995,27.1,16,8
addReplyFlagsForKeyArgs,99.69000000000003,51.419999999999995,27.1,16,8
addReplyFlagsForArg,99.69000000000003,51.419999999999995,27.1,16,8
addReplyCommandArgList,103.39000000000003,53.31999999999999,28.07,20,8
addReplyJson,104.29000000000003,53.86999999999999,28.39,16,8
addReplyCommandHistory,104.54000000000003,54.01999999999999,28.490000000000002,16,8
addReplyCommandTips,104.79000000000003,54.16999999999999,28.590000000000003,16,8
addReplyCommandKeySpecs,105.84000000000003,54.719999999999985,28.890000000000004,16,8
addReplyCommandSubCommands,106.89000000000003,55.26999999999998,29.190000000000005,28,8
addReplyCommandInfo,107.69000000000003,55.66999999999998,29.390000000000004,16,8
addReplyCommandDocs,112.09000000000003,57.86999999999998,30.490000000000006,16,8
getKeysSubcommandImpl,114.14000000000003,58.91999999999998,31.040000000000006,12,8
commandGetKeysAndFlagsCommand,114.14000000000003,58.91999999999998,31.040000000000006,8,8
getKeysSubcommand,114.14000000000003,58.91999999999998,31.040000000000006,8,8
commandCommand,114.39000000000003,59.06999999999998,31.140000000000008,8,8
commandCountCommand,114.39000000000003,59.06999999999998,31.140000000000008,8,8
shouldFilterFromCommandList,115.19000000000003,59.46999999999998,31.340000000000007,16,8
commandListWithFilter,115.89000000000003,59.869999999999976,31.560000000000006,28,8
commandListWithoutFilter,116.39000000000003,60.16999999999997,31.730000000000008,24,8
commandListCommand,118.24000000000002,61.119999999999976,32.230000000000004,8,8
commandInfoCommand,119.14000000000003,61.619999999999976,32.53,8,8
commandDocsCommand,120.24000000000002,62.21999999999998,32.88,8,8
commandGetKeysCommand,120.24000000000002,62.21999999999998,32.88,8,8
commandHelpCommand,120.24000000000002,62.21999999999998,32.88,8,8
bytesToHuman,121.64000000000003,62.91999999999998,33.230000000000004,16,8
fillPercentileDistributionLatencies,122.09000000000003,63.16999999999998,33.38,20,8
replstateToString,122.29000000000003,63.26999999999998,33.43,4,8
getSafeInfoString,122.49000000000004,63.36999999999998,33.48,20,8
genRedisInfoStringCommandStats,123.59000000000003,63.969999999999985,33.8,12,8
genRedisInfoStringACLStats,123.59000000000003,63.969999999999985,33.8,4,4
genRedisInfoStringLatencyStats,124.49000000000004,64.46999999999998,34.07,12,8
addInfoSectionsToDict,124.94000000000004,64.71999999999998,34.22,16,8
releaseInfoSectionDict,125.14000000000004,64.81999999999998,34.269999999999996,8,8
genInfoSectionDict,127.59000000000005,66.06999999999998,34.919999999999995,36,8
genRedisInfoString,144.74000000000004,74.71999999999998,39.31999999999999,16,8
infoCommand,144.94000000000003,74.81999999999998,39.36999999999999,8,8
monitorCommand,145.34000000000003,75.01999999999998,39.46999999999999,8,8
checkIgnoreWarning,145.99000000000004,75.36999999999998,39.669999999999995,8,8
THPDisable,146.19000000000003,75.46999999999997,39.71999999999999,8,4
linuxMemoryWarnings,146.99000000000004,75.86999999999998,39.919999999999995,8,0
createPidFile,147.64000000000004,76.36999999999998,40.31999999999999,8,8
daemonize,148.24000000000004,76.66999999999997,40.46999999999999,8,0
version,148.44000000000003,76.76999999999997,40.51999999999999,8,0
usage,148.44000000000003,76.76999999999997,40.51999999999999,8,0
redisAsciiArt,150.04000000000002,77.56999999999996,40.91999999999999,8,8
listenerByType,150.24,77.66999999999996,40.969999999999985,8,8
changeListener,151.24,78.16999999999996,41.219999999999985,8,8
sigShutdownHandler,151.84,78.46999999999996,41.36999999999998,4,8
setupSignalHandlers,152.04,78.56999999999995,41.41999999999998,8,0
removeSignalHandlers,152.04,78.56999999999995,41.41999999999998,8,0
sigKillChildHandler,152.23999999999998,78.66999999999994,41.46999999999998,4,0
setupChildSignalHandlers,152.23999999999998,78.66999999999994,41.46999999999998,8,0
closeChildUnusedResourceAfterFork,152.43999999999997,78.76999999999994,41.519999999999975,0,0
redisFork,154.03999999999996,79.56999999999994,41.91999999999997,4,4
sendChildCowInfo,154.03999999999996,79.56999999999994,41.91999999999997,12,8
sendChildInfo,154.03999999999996,79.56999999999994,41.91999999999997,16,8
dismissMemory,154.43999999999997,79.76999999999994,42.019999999999975,12,8
dismissClientMemory,155.73999999999998,80.46999999999994,42.41999999999997,8,8
dismissMemoryInChild,156.43999999999997,80.86999999999995,42.66999999999997,8,8
checkForSentinelMode,157.08999999999997,81.21999999999994,42.869999999999976,20,8
loadDataFromDisk,159.28999999999996,82.31999999999994,43.41999999999997,8,0
redisOutOfMemoryHandler,159.28999999999996,82.31999999999994,43.41999999999997,4,0
redisProcTitleGetVariable,162.48999999999995,83.91999999999993,44.21999999999997,12,8
expandProcTitleTemplate,162.68999999999994,84.01999999999992,44.26999999999997,16,8
validateProcTitleTemplate,163.08999999999995,84.21999999999993,44.36999999999997,8,8
redisSetProcTitle,163.48999999999995,84.41999999999993,44.46999999999997,8,8
redisSetCpuAffinity,163.48999999999995,84.41999999999993,44.46999999999997,8,8
redisCommunicateSystemd,163.88999999999996,84.61999999999993,44.56999999999997,8,8
redisSupervisedUpstart,164.08999999999995,84.71999999999993,44.61999999999997,8,8
redisSupervisedSystemd,164.28999999999994,84.81999999999992,44.669999999999966,8,4
redisIsSupervised,165.28999999999994,85.31999999999992,44.919999999999966,4,4
